Status,Agent Name,Call Start Time,Call End Time,Calling Number,Waiting Time in Seconds,Techline Team
Abandoned,Pooja Reddy,2023-11-26 12:17:05,2023-11-26 12:17:08,9480928909,431,Spark Plug
Advanced,Priya Sharma,2025-09-18 03:44:47,2025-09-18 04:19:47,7384716751,243,Brakes
Abandoned,Arjun Mehta,2024-04-09 01:16:29,2024-04-09 01:16:29,8280603202,199,Spark Plug
Failed,Ravi Kumar,2025-08-21 06:12:57,2025-08-21 06:12:57,7606396875,98,Brakes
Answered,Lakshmi Krishnan,2024-03-14 09:28:24,2024-03-14 09:51:54,9306207283,99,Spark Plug
Answered,Divya Menon,2026-05-09 15:22:16,2026-05-09 15:48:36,9433552803,113,Filter
Abandoned,Lakshmi Krishnan,2024-01-27 02:23:27,2024-01-27 02:23:32,7631742743,389,Spark Plug
Failed,Pooja Reddy,2024-09-28 20:37:21,2024-09-28 20:37:21,8429301181,200,Wiper
Advanced,Rahul Verma,2023-06-30 17:48:53,2023-06-30 18:08:37,9913343064,123,Brakes
Failed,Sneha Iyer,2023-01-31 20:25:13,2023-01-31 20:25:13,7847989208,180,Towing
Failed,Ravi Kumar,2026-05-17 19:09:23,2026-05-17 19:09:23,8490819591,73,Spark Plug
Advanced,Priya Sharma,2024-10-13 22:32:24,2024-10-13 22:57:57,7434681401,166,Wiper
Abandoned,Arjun Mehta,2023-07-04 19:38:57,2023-07-04 19:39:00,7596163357,467,Brakes
Abandoned,Suresh Babu,2024-03-21 15:07:10,2024-03-21 15:07:10,9653132063,136,Lighting
Abandoned,Divya Menon,2024-01-07 22:36:27,2024-01-07 22:36:32,9619563985,355,Filter
Abandoned,Suresh Babu,2024-04-27 00:09:15,2024-04-27 00:09:19,9821937000,283,Towing
Abandoned,Ananya Nair,2025-10-26 02:01:39,2025-10-26 02:01:43,8440520806,389,Filter
Advanced,Priya Sharma,2023-12-30 02:29:26,2023-12-30 03:19:22,7266358681,129,Brakes
Failed,Ananya Nair,2025-09-20 13:49:37,2025-09-20 13:49:37,8339656248,70,Brakes
Failed,Lakshmi Krishnan,2025-07-04 05:21:54,2025-07-04 05:21:54,9120106276,130,Spark Plug
Abandoned,Divya Menon,2025-05-28 00:07:00,2025-05-28 00:07:01,8266762665,87,Spark Plug
Advanced,Priya Sharma,2025-09-13 00:38:48,2025-09-13 00:57:26,8133825093,72,Towing
Diverted,Rahul Verma,2024-11-20 19:19:16,2024-11-20 19:20:14,8159493974,48,Filter
Abandoned,Arjun Mehta,2025-08-22 21:02:48,2025-08-22 21:02:49,7782458244,367,Wiper
Advanced,Vikram Das,2024-11-16 11:56:35,2024-11-16 12:14:09,8355723651,1,Towing
Failed,Suresh Babu,2023-08-08 17:18:58,2023-08-08 17:18:58,7620026425,143,Spark Plug
Abandoned,Divya Menon,2025-05-12 12:20:31,2025-05-12 12:20:34,8468970381,116,Filter
Failed,Sneha Iyer,2024-12-08 03:20:43,2024-12-08 03:20:43,7751754613,54,Lighting
Answered,Lakshmi Krishnan,2024-02-04 23:17:06,2024-02-04 23:33:50,8605210611,160,Wiper
Abandoned,Priya Sharma,2025-01-20 12:05:31,2025-01-20 12:05:35,9592966753,299,Brakes
Failed,Arjun Mehta,2025-03-11 18:06:55,2025-03-11 18:06:55,7992338097,191,Lighting
Answered,Aditya Singh,2023-07-20 07:04:44,2023-07-20 07:30:33,8646266748,119,Filter
Failed,Vikram Das,2024-05-09 19:35:09,2024-05-09 19:35:09,9222218907,81,Lighting
Abandoned,Arjun Mehta,2026-03-10 18:50:55,2026-03-10 18:50:58,7588471188,291,Lighting
Failed,Pooja Reddy,2026-01-03 04:31:59,2026-01-03 04:31:59,8991410986,92,Spark Plug
Diverted,Suresh Babu,2025-05-08 10:06:23,2025-05-08 10:14:53,7983125448,73,Towing
Abandoned,Meera Pillai,2023-10-14 11:28:41,2023-10-14 11:28:44,7925727699,72,Brakes
Abandoned,Manoj Pillai,2023-07-11 15:22:24,2023-07-11 15:22:28,7208721322,92,Brakes
Failed,Ravi Kumar,2026-01-13 00:58:37,2026-01-13 00:58:37,7677711779,2,Towing
Diverted,Vikram Das,2023-04-07 18:03:44,2023-04-07 18:04:39,8795945890,24,Spark Plug
Advanced,Aditya Singh,2026-02-13 15:50:53,2026-02-13 16:17:52,9980670557,7,Brakes
Advanced,Rahul Verma,2026-03-14 11:00:38,2026-03-14 11:48:53,9983106492,136,Towing
Answered,Sneha Iyer,2023-10-02 19:14:37,2023-10-02 19:30:37,7020647056,31,Towing
Diverted,Divya Menon,2024-02-06 00:21:41,2024-02-06 00:25:03,8195817737,10,Wiper
Answered,Lakshmi Krishnan,2023-06-08 20:00:55,2023-06-08 20:15:49,7557225778,86,Wiper
Advanced,Ananya Nair,2023-05-27 14:24:06,2023-05-27 14:48:06,8473906972,2,Towing
Answered,Aditya Singh,2025-05-13 07:33:34,2025-05-13 07:50:05,9249824694,47,Towing
Advanced,Lakshmi Krishnan,2023-10-30 20:48:50,2023-10-30 21:19:04,8677706719,190,Spark Plug
Advanced,Karthik Rao,2025-05-24 18:47:51,2025-05-24 19:26:34,8245610242,86,Filter
Answered,Priya Sharma,2025-10-05 02:00:34,2025-10-05 02:29:00,8339670588,17,Towing
Answered,Aditya Singh,2023-07-09 16:00:09,2023-07-09 16:15:59,9154577325,44,Filter
Diverted,Aditya Singh,2024-09-14 12:29:25,2024-09-14 12:31:06,9267719464,33,Wiper
Answered,Sneha Iyer,2024-07-27 11:59:52,2024-07-27 12:17:27,7219020802,134,Filter
Diverted,Priya Sharma,2026-03-31 00:57:45,2026-03-31 01:02:24,7253936630,120,Towing
Failed,Aditya Singh,2024-06-24 20:51:41,2024-06-24 20:51:41,8501393124,122,Brakes
Advanced,Ravi Kumar,2025-10-20 06:31:08,2025-10-20 06:50:23,9277758914,168,Filter
Advanced,Manoj Pillai,2024-01-31 06:20:37,2024-01-31 06:46:36,9630020362,54,Spark Plug
Answered,Meera Pillai,2025-09-24 15:46:09,2025-09-24 16:03:03,9969530318,29,Lighting
Advanced,Priya Sharma,2023-05-16 07:45:17,2023-05-16 08:16:18,8526401209,163,Brakes
Diverted,Karthik Rao,2025-06-28 16:19:02,2025-06-28 16:23:06,7329507964,42,Wiper
Abandoned,Arjun Mehta,2025-12-07 17:25:16,2025-12-07 17:25:20,7231109542,306,Towing
Failed,Aditya Singh,2026-06-04 16:13:40,2026-06-04 16:13:40,7888995305,30,Lighting
Abandoned,Sneha Iyer,2023-02-15 09:38:52,2023-02-15 09:38:56,7800411115,124,Filter
Abandoned,Ravi Kumar,2025-06-19 00:46:54,2025-06-19 00:46:57,9037823457,270,Towing
Failed,Ravi Kumar,2023-11-25 15:27:42,2023-11-25 15:27:42,8634299582,55,Filter
Failed,Karthik Rao,2023-03-09 09:13:23,2023-03-09 09:13:23,7693911343,199,Lighting
Diverted,Ananya Nair,2025-02-25 00:20:18,2025-02-25 00:23:24,8831385404,115,Brakes
Diverted,Manoj Pillai,2023-02-20 20:51:54,2023-02-20 20:55:03,8110450474,32,Wiper
Advanced,Meera Pillai,2024-06-03 23:59:13,2024-06-04 00:23:38,8665447626,123,Towing
Diverted,Rahul Verma,2024-08-06 14:25:02,2024-08-06 14:31:29,9295265939,55,Wiper
Advanced,Karthik Rao,2024-09-28 00:54:55,2024-09-28 01:33:44,8820471855,11,Wiper
Abandoned,Lakshmi Krishnan,2025-07-24 23:11:32,2025-07-24 23:11:37,7424983147,100,Brakes
Abandoned,Manoj Pillai,2025-10-29 17:25:50,2025-10-29 17:25:51,7251483106,448,Filter
Diverted,Karthik Rao,2024-10-02 23:02:47,2024-10-02 23:04:00,7540943338,107,Filter
Failed,Pooja Reddy,2025-09-10 09:54:21,2025-09-10 09:54:21,7125110604,26,Brakes
Answered,Meera Pillai,2024-03-03 10:58:37,2024-03-03 11:14:58,9101760959,168,Wiper
Advanced,Rahul Verma,2026-05-29 17:01:09,2026-05-29 17:22:27,7778586647,200,Filter
Abandoned,Rahul Verma,2025-03-27 17:02:02,2025-03-27 17:02:07,7379529527,118,Brakes
Answered,Ravi Kumar,2024-05-09 14:28:10,2024-05-09 14:48:44,7174828325,147,Filter
Answered,Karthik Rao,2026-06-17 08:38:50,2026-06-17 08:46:53,8422955864,105,Spark Plug
Diverted,Rahul Verma,2023-07-24 11:23:57,2023-07-24 11:33:44,8025044027,13,Wiper
Failed,Aditya Singh,2024-03-15 19:54:38,2024-03-15 19:54:38,7022762125,187,Towing
Diverted,Arjun Mehta,2024-10-23 17:34:51,2024-10-23 17:43:47,7190479297,116,Spark Plug
Failed,Divya Menon,2023-06-30 14:14:58,2023-06-30 14:14:58,7800160056,95,Filter
Abandoned,Rahul Verma,2025-10-21 17:21:34,2025-10-21 17:21:35,8001346536,196,Filter
Failed,Vikram Das,2025-08-17 15:38:55,2025-08-17 15:38:55,7650929971,184,Wiper
Abandoned,Priya Sharma,2025-03-06 06:55:22,2025-03-06 06:55:26,8354341798,240,Lighting
Answered,Arjun Mehta,2026-06-23 02:40:34,2026-06-23 03:06:26,8748727317,176,Lighting
Answered,Priya Sharma,2025-07-11 15:45:34,2025-07-11 16:02:56,8198390695,35,Towing
Diverted,Suresh Babu,2025-07-24 09:54:34,2025-07-24 09:55:15,9552423834,89,Wiper
Answered,Ananya Nair,2026-04-01 02:11:30,2026-04-01 02:16:49,9558257857,132,Spark Plug
Abandoned,Pooja Reddy,2023-07-17 11:01:09,2023-07-17 11:01:09,8197028167,157,Filter
Abandoned,Vikram Das,2023-07-02 13:33:46,2023-07-02 13:33:48,9826742864,325,Brakes
Advanced,Pooja Reddy,2025-01-22 19:16:21,2025-01-22 19:43:13,7509632444,42,Lighting
Failed,Ravi Kumar,2026-04-25 19:08:30,2026-04-25 19:08:30,7535897085,101,Filter
Abandoned,Karthik Rao,2026-01-04 15:59:25,2026-01-04 15:59:28,8677391833,109,Spark Plug
Failed,Arjun Mehta,2025-10-18 11:16:11,2025-10-18 11:16:11,7489917896,100,Brakes
Advanced,Arjun Mehta,2024-05-24 07:57:32,2024-05-24 08:02:47,8958227544,222,Spark Plug
Abandoned,Meera Pillai,2025-04-01 09:10:02,2025-04-01 09:10:07,7271656998,353,Lighting
Abandoned,Ravi Kumar,2025-01-10 05:26:53,2025-01-10 05:26:56,9992919286,401,Spark Plug
Diverted,Aditya Singh,2026-02-09 16:30:57,2026-02-09 16:34:05,8109953339,55,Spark Plug
Advanced,Ravi Kumar,2026-02-16 21:43:11,2026-02-16 22:29:19,8915249243,160,Towing
Failed,Lakshmi Krishnan,2024-11-14 02:10:26,2024-11-14 02:10:26,8756972232,195,Spark Plug
Answered,Priya Sharma,2025-06-02 10:20:20,2025-06-02 10:42:38,9002736056,165,Brakes
Failed,Sneha Iyer,2026-06-24 17:21:43,2026-06-24 17:21:43,9828839787,199,Lighting
Answered,Karthik Rao,2023-09-11 05:41:47,2023-09-11 05:57:52,9999573461,99,Brakes
Answered,Pooja Reddy,2025-03-18 01:20:27,2025-03-18 01:43:18,8766226913,55,Wiper
Abandoned,Manoj Pillai,2023-01-25 09:01:49,2023-01-25 09:01:54,7184493831,284,Towing
Answered,Arjun Mehta,2025-03-07 21:11:53,2025-03-07 21:18:15,9543378059,167,Towing
Advanced,Divya Menon,2024-04-26 02:21:43,2024-04-26 02:54:57,9974379624,240,Brakes
Answered,Ravi Kumar,2024-08-26 22:09:56,2024-08-26 22:31:26,9690414105,106,Spark Plug
Failed,Divya Menon,2023-02-01 02:30:23,2023-02-01 02:30:23,9848357981,188,Spark Plug
Failed,Priya Sharma,2026-02-18 11:58:25,2026-02-18 11:58:25,9605222320,20,Filter
Advanced,Priya Sharma,2026-05-14 10:52:10,2026-05-14 11:05:16,9354976686,285,Filter
Diverted,Priya Sharma,2026-05-27 18:16:26,2026-05-27 18:23:34,9002524736,2,Lighting
Answered,Vikram Das,2025-06-06 21:27:12,2025-06-06 21:38:51,7321649071,158,Filter
Advanced,Aditya Singh,2024-10-09 14:19:05,2024-10-09 14:33:19,7509739016,74,Brakes
Diverted,Aditya Singh,2023-09-04 01:00:14,2023-09-04 01:09:13,8031426582,71,Wiper
Diverted,Rahul Verma,2026-02-19 20:06:39,2026-02-19 20:09:48,8672380272,118,Brakes
Answered,Arjun Mehta,2023-02-15 17:04:34,2023-02-15 17:17:04,8205804382,9,Towing
Failed,Sneha Iyer,2024-02-19 20:33:40,2024-02-19 20:33:40,7640157209,53,Spark Plug
Failed,Ananya Nair,2026-06-03 07:01:46,2026-06-03 07:01:46,9408808989,159,Brakes
Abandoned,Manoj Pillai,2025-07-30 14:14:24,2025-07-30 14:14:27,9073501587,478,Spark Plug
Answered,Ananya Nair,2023-07-18 05:04:43,2023-07-18 05:13:41,8517048480,165,Spark Plug
Failed,Meera Pillai,2025-05-20 17:04:12,2025-05-20 17:04:12,7494827569,13,Lighting
Advanced,Arjun Mehta,2024-12-30 09:34:04,2024-12-30 09:44:57,7810573143,97,Brakes
Abandoned,Arjun Mehta,2024-07-31 12:45:38,2024-07-31 12:45:42,8246762408,409,Spark Plug
Diverted,Pooja Reddy,2025-10-17 19:22:05,2025-10-17 19:23:44,7803682100,25,Spark Plug
Diverted,Lakshmi Krishnan,2023-12-23 13:39:32,2023-12-23 13:43:06,8715848241,103,Towing
Abandoned,Arjun Mehta,2025-06-27 07:05:08,2025-06-27 07:05:13,9579222294,291,Spark Plug
Abandoned,Suresh Babu,2023-10-25 19:37:17,2023-10-25 19:37:20,9358933910,354,Brakes
Advanced,Ananya Nair,2023-01-19 11:48:48,2023-01-19 12:29:06,9507048067,275,Lighting
Advanced,Ananya Nair,2023-12-01 20:29:32,2023-12-01 21:18:52,8878463193,248,Towing
Answered,Lakshmi Krishnan,2026-01-11 09:44:04,2026-01-11 10:03:58,7701360620,39,Towing
Answered,Priya Sharma,2025-10-17 07:40:30,2025-10-17 07:51:53,9513524676,168,Filter
Advanced,Vikram Das,2024-03-15 17:27:07,2024-03-15 17:39:49,8071153098,196,Brakes
Failed,Rahul Verma,2025-11-22 16:04:40,2025-11-22 16:04:40,8249498323,161,Brakes
Answered,Sneha Iyer,2023-01-05 08:51:23,2023-01-05 09:00:27,7779464012,106,Wiper
Failed,Divya Menon,2024-02-08 15:56:54,2024-02-08 15:56:54,7977318556,127,Filter
Diverted,Ravi Kumar,2025-09-26 15:24:12,2025-09-26 15:30:01,9690137295,91,Towing
Failed,Suresh Babu,2025-01-25 22:11:06,2025-01-25 22:11:06,8074234001,152,Brakes
Diverted,Priya Sharma,2026-06-24 02:21:14,2026-06-24 02:24:33,7105649793,38,Towing
Answered,Lakshmi Krishnan,2024-10-01 19:25:39,2024-10-01 19:47:21,8368000818,165,Brakes
Abandoned,Pooja Reddy,2023-09-27 06:34:06,2023-09-27 06:34:09,9158870144,399,Filter
Advanced,Meera Pillai,2025-10-12 03:21:35,2025-10-12 03:56:54,9087188596,265,Lighting
Abandoned,Vikram Das,2023-05-06 23:09:28,2023-05-06 23:09:28,7828780981,276,Spark Plug
Diverted,Lakshmi Krishnan,2023-10-14 06:25:48,2023-10-14 06:32:53,9311253591,46,Filter
Diverted,Manoj Pillai,2025-05-22 00:26:45,2025-05-22 00:27:51,8313350242,100,Towing
Failed,Manoj Pillai,2023-10-23 06:22:01,2023-10-23 06:22:01,7535586860,59,Brakes
Answered,Priya Sharma,2023-09-17 06:07:54,2023-09-17 06:33:08,9379564286,74,Wiper
Advanced,Priya Sharma,2025-09-08 17:44:18,2025-09-08 18:31:26,9095515277,8,Lighting
Abandoned,Rahul Verma,2024-07-27 08:07:46,2024-07-27 08:07:50,8460296979,176,Lighting
Failed,Ananya Nair,2023-08-08 05:29:34,2023-08-08 05:29:34,8889665743,174,Filter
Answered,Sneha Iyer,2023-11-12 21:38:10,2023-11-12 22:04:17,8783431704,76,Wiper
Answered,Aditya Singh,2023-02-03 14:39:27,2023-02-03 14:49:35,9102994626,149,Spark Plug
Advanced,Suresh Babu,2024-05-13 11:35:49,2024-05-13 11:39:20,7070605693,208,Spark Plug
Diverted,Aditya Singh,2023-11-21 19:32:00,2023-11-21 19:33:57,9735024061,38,Wiper
Abandoned,Ananya Nair,2023-03-28 03:01:54,2023-03-28 03:01:54,8421493156,352,Towing
Diverted,Pooja Reddy,2024-09-05 13:54:19,2024-09-05 14:02:11,7469936270,109,Wiper
Failed,Arjun Mehta,2024-04-10 21:51:26,2024-04-10 21:51:26,7753582975,53,Lighting
Answered,Divya Menon,2024-07-07 15:48:39,2024-07-07 16:09:55,9133932195,70,Towing
Failed,Ravi Kumar,2023-06-10 19:05:20,2023-06-10 19:05:20,9056404404,76,Brakes
Advanced,Meera Pillai,2025-10-03 17:03:56,2025-10-03 17:14:49,8132704651,246,Lighting
Diverted,Ananya Nair,2025-01-12 08:29:53,2025-01-12 08:32:20,8824423870,7,Lighting
Failed,Aditya Singh,2023-05-14 14:15:35,2023-05-14 14:15:35,8475999591,193,Spark Plug
Diverted,Arjun Mehta,2023-03-31 15:01:34,2023-03-31 15:07:05,7072872192,52,Wiper
Answered,Suresh Babu,2025-04-26 01:57:59,2025-04-26 02:15:39,7045808290,134,Brakes
Advanced,Priya Sharma,2025-04-21 09:17:55,2025-04-21 09:32:44,9830834738,56,Towing
Diverted,Pooja Reddy,2025-07-20 23:37:15,2025-07-20 23:38:56,9023230868,86,Spark Plug
Answered,Ananya Nair,2023-05-23 02:27:07,2023-05-23 02:54:38,7983066071,177,Wiper
Advanced,Rahul Verma,2023-10-08 12:42:52,2023-10-08 13:12:58,8945518364,139,Lighting
Answered,Arjun Mehta,2023-11-06 01:27:25,2023-11-06 01:51:41,9048499359,86,Lighting
Abandoned,Sneha Iyer,2023-11-10 14:23:52,2023-11-10 14:23:54,7736815859,192,Lighting
Abandoned,Ravi Kumar,2024-02-14 22:30:09,2024-02-14 22:30:13,9938022452,476,Filter
Abandoned,Priya Sharma,2023-12-06 04:26:48,2023-12-06 04:26:53,7349785143,149,Brakes
Advanced,Pooja Reddy,2025-04-17 12:44:19,2025-04-17 12:58:22,7960052345,201,Spark Plug
Failed,Ravi Kumar,2026-02-21 23:49:06,2026-02-21 23:49:06,7597434019,113,Lighting
Diverted,Aditya Singh,2023-01-09 17:16:09,2023-01-09 17:17:16,7526023645,92,Towing
Diverted,Suresh Babu,2023-01-10 20:36:12,2023-01-10 20:37:58,9640397002,102,Brakes
Advanced,Lakshmi Krishnan,2025-01-26 09:56:34,2025-01-26 10:05:46,7755902911,292,Lighting
Diverted,Priya Sharma,2024-02-21 00:49:12,2024-02-21 00:59:10,7915954521,108,Brakes
Advanced,Rahul Verma,2025-08-27 04:16:36,2025-08-27 04:31:56,7761270598,74,Brakes
Advanced,Divya Menon,2025-02-05 05:24:20,2025-02-05 05:27:13,9754635433,284,Lighting
Abandoned,Meera Pillai,2025-03-20 05:37:54,2025-03-20 05:37:54,8287067875,497,Lighting
Advanced,Arjun Mehta,2025-09-09 11:49:30,2025-09-09 11:52:30,9558894075,105,Filter
Advanced,Meera Pillai,2025-06-06 06:42:55,2025-06-06 07:26:20,8665586556,230,Spark Plug
Answered,Lakshmi Krishnan,2025-03-09 00:06:16,2025-03-09 00:33:52,9040302478,138,Wiper
Answered,Priya Sharma,2025-03-20 13:28:59,2025-03-20 13:48:44,8141257080,136,Spark Plug
Advanced,Aditya Singh,2024-03-13 03:04:22,2024-03-13 03:09:39,9514882310,161,Towing
Answered,Karthik Rao,2025-07-21 01:48:55,2025-07-21 02:15:25,8807294677,89,Lighting
Diverted,Meera Pillai,2025-03-28 19:47:42,2025-03-28 19:49:01,8159218060,50,Brakes
Abandoned,Arjun Mehta,2024-05-08 19:45:50,2024-05-08 19:45:51,8941517272,81,Filter
Answered,Manoj Pillai,2025-06-30 07:38:15,2025-06-30 07:54:45,9478491277,8,Brakes
Advanced,Sneha Iyer,2023-03-11 08:25:28,2023-03-11 08:55:58,7080706851,131,Wiper
Advanced,Priya Sharma,2024-07-11 09:19:57,2024-07-11 09:30:04,8598134966,137,Filter
Advanced,Arjun Mehta,2025-01-04 07:13:34,2025-01-04 07:54:32,9240060920,151,Brakes
Answered,Pooja Reddy,2024-03-24 01:53:39,2024-03-24 02:12:13,9137479188,141,Lighting
Diverted,Karthik Rao,2024-04-02 10:52:27,2024-04-02 10:58:39,8593209777,4,Brakes
Advanced,Meera Pillai,2023-07-21 00:37:20,2023-07-21 01:03:22,8954255374,7,Wiper
Failed,Meera Pillai,2024-12-07 21:28:52,2024-12-07 21:28:52,9816759071,182,Spark Plug
Answered,Karthik Rao,2023-12-06 08:52:44,2023-12-06 09:20:36,8242952016,121,Spark Plug
Advanced,Meera Pillai,2023-10-20 07:53:59,2023-10-20 08:01:36,9083667465,193,Lighting
Advanced,Suresh Babu,2023-06-13 04:57:02,2023-06-13 05:11:54,9382467985,235,Lighting
Answered,Ravi Kumar,2024-07-26 04:30:44,2024-07-26 04:44:02,9101553841,97,Filter
Failed,Vikram Das,2024-03-10 03:39:08,2024-03-10 03:39:08,8242040699,131,Spark Plug
Diverted,Priya Sharma,2025-07-10 04:07:56,2025-07-10 04:13:29,9339294430,10,Spark Plug
Diverted,Pooja Reddy,2025-12-04 13:56:43,2025-12-04 14:01:43,9511639469,18,Towing
Diverted,Suresh Babu,2025-06-20 02:14:54,2025-06-20 02:15:25,9231652421,23,Wiper
Abandoned,Divya Menon,2025-08-26 02:57:29,2025-08-26 02:57:33,9418657632,294,Spark Plug
Failed,Meera Pillai,2023-02-19 03:18:28,2023-02-19 03:18:28,7567031785,54,Wiper
Advanced,Arjun Mehta,2023-05-19 09:00:10,2023-05-19 09:33:55,8005390918,78,Wiper
Advanced,Pooja Reddy,2025-04-30 12:59:21,2025-04-30 13:40:11,8331667124,19,Filter
Answered,Ravi Kumar,2025-08-02 21:10:52,2025-08-02 21:29:22,7430953164,75,Towing
Diverted,Suresh Babu,2025-08-29 00:40:50,2025-08-29 00:41:25,8865216749,109,Lighting
Advanced,Pooja Reddy,2026-06-14 01:20:21,2026-06-14 02:07:52,7648423077,202,Wiper
Advanced,Manoj Pillai,2024-07-08 06:33:09,2024-07-08 07:15:29,7606221593,173,Towing
Advanced,Pooja Reddy,2023-09-16 20:36:13,2023-09-16 21:17:27,8383156855,234,Lighting
Abandoned,Sneha Iyer,2023-07-21 20:08:26,2023-07-21 20:08:27,8987717351,482,Spark Plug
Diverted,Ananya Nair,2025-12-24 19:35:00,2025-12-24 19:40:46,7328434182,64,Towing
Advanced,Arjun Mehta,2025-08-09 07:45:33,2025-08-09 08:07:52,9165161314,187,Spark Plug
Diverted,Vikram Das,2024-02-11 13:18:27,2024-02-11 13:24:55,8087465692,43,Wiper
Diverted,Vikram Das,2023-08-02 08:05:39,2023-08-02 08:12:57,8254911030,39,Wiper
Failed,Manoj Pillai,2025-11-09 05:36:49,2025-11-09 05:36:49,7367276796,84,Towing
Failed,Priya Sharma,2024-09-12 19:24:25,2024-09-12 19:24:25,7423484232,101,Brakes
Failed,Meera Pillai,2025-06-10 10:09:00,2025-06-10 10:09:00,9252658629,58,Filter
Answered,Rahul Verma,2026-03-30 18:21:24,2026-03-30 18:47:26,9222345661,138,Filter
Diverted,Ananya Nair,2025-04-25 20:40:33,2025-04-25 20:47:44,9429876146,13,Wiper
Diverted,Lakshmi Krishnan,2025-05-06 15:59:02,2025-05-06 16:01:52,8709729492,87,Brakes
Advanced,Meera Pillai,2024-09-02 03:39:33,2024-09-02 03:57:04,7014957340,228,Spark Plug
Abandoned,Aditya Singh,2023-12-24 09:07:10,2023-12-24 09:07:11,8126778412,472,Towing
Advanced,Meera Pillai,2023-05-19 14:37:10,2023-05-19 14:42:17,8141615423,139,Lighting
Diverted,Karthik Rao,2023-08-22 09:13:50,2023-08-22 09:19:26,9456142319,7,Wiper
Advanced,Manoj Pillai,2024-05-28 13:48:44,2024-05-28 14:06:41,9619297495,42,Filter
Diverted,Arjun Mehta,2024-08-25 00:34:26,2024-08-25 00:40:46,9359864922,102,Wiper
Abandoned,Manoj Pillai,2023-06-29 03:17:10,2023-06-29 03:17:14,8293838408,399,Filter
Failed,Ravi Kumar,2026-05-13 20:27:28,2026-05-13 20:27:28,9826579505,190,Brakes
Answered,Lakshmi Krishnan,2023-02-23 22:24:49,2023-02-23 22:31:32,8932043336,61,Lighting
Abandoned,Meera Pillai,2025-02-24 00:29:19,2025-02-24 00:29:24,9671340697,224,Towing
Abandoned,Pooja Reddy,2023-01-13 08:44:57,2023-01-13 08:44:58,9409562395,222,Brakes
Abandoned,Rahul Verma,2023-06-27 01:59:13,2023-06-27 01:59:16,9139870940,377,Towing
Failed,Karthik Rao,2023-07-10 20:31:23,2023-07-10 20:31:23,8186142179,191,Towing
Abandoned,Lakshmi Krishnan,2024-12-28 20:58:41,2024-12-28 20:58:43,9195555560,128,Spark Plug
Failed,Priya Sharma,2025-09-22 09:03:25,2025-09-22 09:03:25,7282828515,111,Towing
Failed,Ananya Nair,2024-09-07 06:54:41,2024-09-07 06:54:41,8170109712,122,Wiper
Failed,Suresh Babu,2026-04-28 14:41:58,2026-04-28 14:41:58,8457835840,118,Towing
Answered,Rahul Verma,2024-02-24 16:04:03,2024-02-24 16:11:46,8384396017,105,Filter
Answered,Pooja Reddy,2023-12-29 20:19:30,2023-12-29 20:25:57,7137448700,90,Towing
Diverted,Aditya Singh,2026-03-31 04:37:34,2026-03-31 04:46:25,9466254930,52,Lighting
Advanced,Lakshmi Krishnan,2025-07-30 00:39:13,2025-07-30 00:52:38,8343735132,68,Filter
Abandoned,Aditya Singh,2026-01-07 11:40:18,2026-01-07 11:40:21,8683769180,433,Towing
Diverted,Sneha Iyer,2025-11-09 15:29:58,2025-11-09 15:34:02,7639830658,83,Brakes
Diverted,Aditya Singh,2024-07-24 18:54:03,2024-07-24 18:54:43,7216507305,38,Spark Plug
Abandoned,Arjun Mehta,2026-05-16 23:43:13,2026-05-16 23:43:17,7498430510,166,Lighting
Abandoned,Vikram Das,2025-07-26 05:24:36,2025-07-26 05:24:40,7288029935,409,Towing
Advanced,Karthik Rao,2024-04-29 18:13:56,2024-04-29 18:50:25,8268367986,183,Brakes
Diverted,Priya Sharma,2023-03-14 21:12:25,2023-03-14 21:19:40,8978290077,29,Lighting
Diverted,Manoj Pillai,2024-09-25 19:53:35,2024-09-25 19:59:48,8271028917,24,Towing
Diverted,Arjun Mehta,2024-03-02 22:02:01,2024-03-02 22:08:58,7488105816,74,Wiper
Failed,Rahul Verma,2023-03-22 03:52:07,2023-03-22 03:52:07,9635148757,0,Filter
Answered,Priya Sharma,2024-11-25 05:21:42,2024-11-25 05:25:09,7351191926,42,Lighting
Abandoned,Aditya Singh,2023-12-21 19:33:03,2023-12-21 19:33:03,9996371674,223,Lighting
Failed,Rahul Verma,2025-12-20 22:14:22,2025-12-20 22:14:22,8597471758,15,Brakes
Diverted,Vikram Das,2025-02-18 18:50:47,2025-02-18 18:54:37,9774051891,47,Filter
Failed,Ravi Kumar,2025-10-24 21:55:53,2025-10-24 21:55:53,9082516117,151,Filter
Answered,Arjun Mehta,2026-02-10 04:01:01,2026-02-10 04:16:48,9457194177,116,Spark Plug
Answered,Suresh Babu,2024-08-16 04:51:40,2024-08-16 04:54:10,8373325472,121,Brakes
Abandoned,Vikram Das,2023-04-10 19:38:44,2023-04-10 19:38:47,9290741076,487,Spark Plug
Failed,Ravi Kumar,2025-02-24 23:18:49,2025-02-24 23:18:49,9230745788,78,Brakes
Answered,Vikram Das,2025-11-11 16:55:50,2025-11-11 17:14:12,9969619239,143,Lighting
Answered,Priya Sharma,2025-02-28 22:56:13,2025-02-28 22:58:24,9397170024,112,Towing
Diverted,Arjun Mehta,2024-06-15 04:58:48,2024-06-15 05:01:23,7615491076,11,Spark Plug
